,ICD11_Code,Ayurveda_NAMC_CODE,Siddha_NAMC_CODE,Unani_NUMC_CODE,ICD11_Title
31481,XM90S5,SM40(ED-9.7.9),WAB1.2,M-16.5,Hexamethonium bromide
31482,XM13Z0,EB-11.11,YAD1.2,KB,Mecamylamine
31483,XM8JB8,EI-3.6,YC1,KA,Pempidine
31484,XM68K9,VC-9,PAD1.1,M-16.5,Pentamethonium bromide
31485,XM2A33,K-15.1,YC2,M-16.5,Pentolonium tartrate
31486,XM3YS6,SK-3.13,NEC1.3,M-10.5,Quaternary ammonium ganglion blocking
31487,XM6JW6,EC-5.3,YC2,F-92.15,Tetraethylammonium chloride
31488,XM9MS2,ABC-8,YC2,O-83,Tetrylammonium chloride
31489,XM3YZ9,U-9.1,ABB1.5,B-27.2,Trimetaphan camsilate
31490,XM4BZ9,VD-1,AEA1.1,J-24,Trimethaphan
31491,XM9BT3,SK6K (HB-12),YB6,J-24,Trimethidinium
31492,,ABC-9,YF43,O-363,Drugs used in addictive disorders
31493,XM51D2,VC-5,TAD1.1,C-69,Disulfiram
31494,XM2FC3,LD-3.3,RFB1.3,F-65,Calcium carbimide
31495,XM6BN2,SQ80 (Q-1),YF44,O-269,Nicotine
31496,XM9T01,ED-6.3,YC2,D-3.11,Acamprosate
31497,,SR05 (MD-10),WAC1.4,N-26,Antivertigo and motion sickness preparations
31498,XM14C0,EC-3.12,WBC1.3,K-1.1.20,Betahistine
31499,XM7CE7,SI-2.3.10,BSB1.2,B-5,Cinnarizine
31500,XM52G4,SM-1,WAA1.2,KB,Flunarizine
31501,XM2U21,EC-3.8.7,SBC3.1,M-16.5,Acetylleucine
31502,,SP42(AAB-61),YB8,D-3.2,Agents primarily acting on smooth and skeletal muscles and the respiratory system
31503,,SG-3.2,YF38,O-232,Oxytocic drugs
31504,XM0Q45,VG-1,YF34,B-82,Ergot derivative
31505,XM77J5,GGGGGQ,JAB1.5,C-18.1,Ergot prepared
31506,XM5NB5,NB-4.1.1,AEC1.1,A-14.1,Ergotocine
31507,XM4534,LH-4.10,GFB1.3,O-343,Hormone oxytocic
31508,XM8BU6,SR52 (EE-1),WAA1.3,A-38.9,Muscle affecting agents oxytocic
31509,XM5606,U-9.1,BEB1.1,F-111,Prostaglandin F2 alpha
31510,XM7F20,PE-6.20.1,CAB1.2,B-5,Tocosamine
31511,XM6MR2,SS2A (RD-9),YF36,O-375,Vetrabutine
31512,,U-2,HBD1.1,O-328,Muscle relaxants
31513,XM8SY4,U-2,TNA1.1,O-328,"Muscle relaxants, peripherally acting"
31514,XM23H5,LD-1.11,YC2,M-5.15,Alcuronium
31515,XM7139,VC-9,YF19,O-415,Tubocurarine
31516,XM2RT6,P-5,QAB1.1,K-1.1.20,Dimethyltubocurarine
31517,XM0L61,EK-3.10,PBD1.2,M-16.5,Hexafluronium
31518,XM87E3,EB-2.12,PAD1.1,M-16.5,Fazadinium bromide
31519,XM2SB5,SN60(AAB-49),YC2,O-539,Mivacurium chloride
31520,XM0FZ0,LE,YF39,O-161,Atracurium
31521,XM0Q59,SM3B(EB-3),YC1,D-32,Pipecuronium bromide
31522,XM2811,ACC-2,YC2,F-92.15,Doxacurium chloride
31523,XM4R62,SW-5,YC2,O-162,Rocuronium bromide
31524,XM0SQ7,PE-6.21,BUB1.3,M-16.6,Cisatracurium
31525,XM9M51,ED-16.9,TIB1.2,M-3,Botulinum toxin
31526,XM9YY8,U-2,TNA1.1,O-328,"Muscle relaxants, centrally acting"
31527,XM5AB5,VC-9,PAB1.1,M-20,Carbamic acid esters
31528,XM8DV7,SH-3.10,SBB6.5,O-13.6,Phenprobamate
31529,XM2DC7,U-9.1,UAA1.10,C-82,Carisoprodol
31530,XM7AC3,P-4,BSA1.2,A-29.3,Methocarbamol
31531,XM3KM3,GGGGGQ,SBC3.3,C-53.1,Styramate
31532,XM2339,EE-2.7,TAD1.1,K-1.1.22,Febarbamate
31533,XM09D8,EC-3.8.3,NDC1.18,O-388,"Oxazol, thiazine, and triazine derivatives"
31534,XM8MD5,SR16(ABA-1),ABB1.2,N-4,Chlormezanone
31535,XM7Q44,PC-10.10,ABB1.5,N-4,Chlorzoxazone
31536,XM7ZQ9,EC-3.11.1,YF43,O-363,Zoxazolamine
31537,XM5PZ1,SS2C (RD-14),YF25,M-46.1,Metaxalone
31538,XM09Y8,VD-1,SBA5.8,O-2.4,Suxamethonium
31539,XM5CB4,ACC-2,YC2,F-92.15,Pancuronium
31540,XM9416,SN-5,Z#18,A-23,Gallamine
31541,XM7S28,GGGGGQ,JAB1.1,O-389,Vecuronium
31542,XM6X03,SS-3.4,RRC1.1,O-403,Orphenadrine citrate
31543,XM5US2,EB-2.16,BFB1.5,A-14.1,Baclofen
31544,XM1BK1,O-46.6,ABB1.2,M-16.6,Tizanidine
31545,XM26R3,SG-3.3,GHC1.1,O-379,Pridinol
31546,XM4MA5,EM-2.8.5,EAA1.5,M-10.3,Tolperisone
31547,XM1HD7,SR12 (AAA-2),GBA1.2,O-87,Mephenesin
31548,XM2RH8,EC-5.1,EAB1.2,A-38.7,Tetrazepam
31549,XM7LP5,U-2,SBC2.5,O-328,Cyclobenzaprine
31550,XM52Y2,SQ-1,YF35,M-16.5,Thiocolchicoside
31551,XM9UU4,SM3E(EB-10.11),YF34,A-29.5,Eperisone
31552,XM7995,AC-1,YF25,O-231,Fenyramidol
31553,XM0W80,LD-2.12,SBA4.4,I-39,Afloqualone
31554,XM3V06,LD-1.11,NDB1.13,M-16.5,Aclatonium napadisilate
31555,XM9RW1,SP20(AAC-19),Z$32,O-328,Anesthesia muscle relaxation
31556,XM5GC4,EM-5.12,TLB1.1,O-161,Atracurium besilate
31557,XM8PU1,SP62(BD-2),PAD1.1,M-16.5,Carbolonium (bromide)
31558,XM7DG2,PC-5,WAB1.2,D-32,Decamethonium bromide
31559,XM6XS1,VC-9,YC2,F-92.9,Dimethyltubocurarinium chloride
31560,XM8A87,SP71 (EE-4),YF27,M-16,Flaxedil
31561,XM9QC2,ACC-1,WAB1.2,M-16.5,Hexafluorenium bromide
31562,XM9WH2,EK-3.10,AAC1,M-16.6,Hexanuorenium
31563,XM82Z5,SM40(ED-9.7.9),WAB1.23,M-16.5,Hexcarbacholine bromide
31564,XM3676,VD-7,ABB1.5,C-69,Laudexium
31565,XM3RJ7,U-2,HBD1.1,O-328,Methocarbamol skeletal muscle relaxant
31566,XM4W78,U-2,YB8,O-328,Muscle affecting agents relaxants skeletal
31567,XM3SC6,U-2,HBB1.8,O-328,Myoneural blocking agents
31568,XM2UG5,AAB-37,YF38,O-363,Neuromuscular blocking drug
31569,XM8QC2,U-2,Z34,O-328,Skeletal muscle relaxants
31570,XM91M0,SP20(AAC-19),YB8,A-33,Spasmolytic skeletal muscle
31571,XM7142,ACC-7,YC2,H-28,Suxethonium chloride
31572,XM9502,VD-10,UAA1.3,O-180,Woorali
31573,XM5ZN8,GC-11,YF34,A-13.1,Dantrolene
31574,,AAB-37,YF38,O-328,Other drugs acting on muscles
31575,XM0WW2,SW-4,YD2,F-15,Bruceine
31576,XM7E87,EC-4.1,TMA1.11,O-539,Hydrastine
31577,XM7C89,PE-6.25.5,PDD1.2,F-1,Lututrin
31578,XM20G5,EC-6.3,YF38,O-233,Strychnine medicinal
31579,XM8NV1,ABC-2,Z$22,O-231,Duchenne muscular dystrophy therapy
31580,XM1CL7,SI-2.3.9,EDA1.1,M-24,Ataluren
31581,XM7H79,EI-2.7.1,MCB1.1,O-376,Drisapersen
31582,XM0BM1,U-18,Z58,F-82,Eteplirsen
31583,XM6TG6,EB-11.11,WBC1.1,B-27.1,Hydroquinine
31584,XM0TQ8,SL41(EA-3),WAB1.23,D-7,Aceneuramic acid
31585,XM90G7,EM-2.8.8,TMA1.10,O-237,Nusinersen
31586,XM0U21,SM1A (GC-1),TNA1.1,O-375,Viltolarsen
31587,XM4VE2,SO-3.2,FBD1.10,B-79,Casimersen
31588,,ST-4,YD21,O-389,Botulinum toxin derivatives
31589,XM2501,PA-13,YF15,J-54.4,RimabotulinumtoxinB
31590,XM0BF0,MC-2,PBD1.2,F-92.14,AbobotulinumtoxinA
31591,XM21V3,SK-3.10,PBD1.2,M-3,IncobotulinumtoxinA
31592,XM5JZ1,MC-2,WBD1.2,M-3,DaxibotulinumtoxinA
31593,XM2L71,SK-3.10,BSA1.2,BB,LetibotulinumtoxinA
31594,XM9P78,LD-2.6,YF38,O-403,Drugs for obstructive airway diseases
31595,XM3R34,SM96 (EL-2.10),TIB1.2,O-492,Cromoglicic acid
31596,XM4TP3,ED-5.1,SBB6.3,F-96.3,Nedocromil
31597,XM0B09,AAE-7,BEB1.1,JB,Antileukotrienes
31598,XM9BZ0,ACC-10,TOD1.9,F-46,Zafirlukast
31599,XM1C43,U-9.1,AEC1.1,F-105,Pranlukast
31600,XM10P5,GGGGGQ,RFA1.2,J-58.5,Montelukast
31601,XM12R0,ACC-10,HBC1.12,H-28.2,Ibudilast
31602,XM4U85,SL41(EA-3),DBC1.3,C-39,Monoclonal antibodies used in airway diseases
31603,XM4LH9,EC-4.3,RRB1.1,A-23,Omalizumab
31604,XM6VB5,VC-1,MEC1.2,D-3.17,Reslizumab
31605,XM0KT0,SB-2,YF38,O-231,Benralizumab
31606,XM82N7,EB-2.12,YF25,F-96.5,Amlexanox
31607,,SO-4.1,NDD1.1,O-233,"Aminophylline, theophylline and other xanthines"
31608,XM5SD1,SM-1,YF38,A-36.33,Acefylline piperazine
31609,XM1719,U-16,SBC3.1,M-5.6,Acepifylline
31610,XM6493,SM-1,YF38,D-29,Ambuphylline
31611,XM5XJ1,U-16,SBD1.2,K-1.1.22,Aminophylline
31612,XM5Y44,GGGGGQ,YF11,A-14.2,Bamifylline
31613,XM1QL3,EC-4.1,YF38,A-14.1,Bufylline
31614,XM31P6,SI-3.3.1,UBA1.4,O-231,Enprofylline
31615,XM1W21,EC-4.3,NAC1.1,K-1.1.20,Etamiphylline
31616,XM3ZP6,U-17,YB11,O-363,Levoproxyphylline
31617,XM81W0,SK6H (HB-18),ABB1.5,I-17,Oxtriphylline
31618,XM5YJ3,SS-6,WAB1.3,O-389,Proxyphylline
31619,XM4L37,EC-6.3,WAB1.19,K-1.1.20,Theobromine
31620,XM1FP4,EM-2.9,WAC1.14,K-1.1.20,Theophylline
31621,XM07L0,U-16,ABB1.5,K-1.1.22,Theophylline aminobenzoic acid
31622,XM07F4,K-3,YF38,O-388,Theophylline piperazine paminobenzoate
31623,XM9608,PE-4.13,SBA4.4,C-69,Doxofylline
31624,XM7X44,ACC-5,WAB1.14,K-1.1.20,Mepyramine theophyllinacetate
31625,XM42T9,LG-1.2,NAB1.12,M-24,Fenspiride
31626,XM40T5,U-9.1,CAD1.1,KA,Eprozinol
31627,XM8DS8,LH-4.7,TFA1.11,O-234,Seratrodast
31628,XM53U2,EE-2.7,SBB6.5,H-20,Roflumilast
31629,XM5Y33,LE-7,SBB3.4,O-591,Tranilast
31630,XM2351,GGGGGQ,YF38,A-14.1,Bufrolin
31631,XM9Y50,LA-2.11,NAB1.12,A-38.7,Tezepelumab
31632,,EB-7.7,EID1.1,D-7.6,Expectorants and mucolytics
31633,XM6JV7,EB-2.12,YF33,C-101.2,Ambroxol
31634,XM4A47,U-9.1,YC2,O-539,Ammonium chloride expectorant
31635,XM8CT0,U-6,VAD1.1,D-34,Bromhexine
31636,XM9FP2,EI-3.6,YF33,F-92.13,Calcium iodide
31637,XM3XU8,EM-2.8.8,RCB1.1,O-159,Carbocisteine
31638,XM2NU9,SL04 (GF-1),DBC1.1,D-7.5,Cough mixture (syrup)
31639,XM1MJ1,SL41(EA-3),DBC1.1,D-7.6,Cough mixture expectorants
31640,XM81Q9,SR16(ABA-1),SBA5.6,D-3,Creosote
31641,XM4C87,SR41(BA-2),YF35,O-233,Creosote syrup
31642,XM68U4,EA-3.4,TIB1.2,F-115,Deglycyrrhizinized extract of liquorice
31643,XM1KM0,LA-2.10,SBB2.1,A-14,Domiodol
31644,XM28N4,PE-6.22,DBD1.1,B-5,Dornase
31645,XM71N5,SH-3.4,YF38,KA,Eprazinone
31646,XM7QX2,EB-2.12,RFB1.1,M-11.8,Glyceryl guaiacolate
31647,XM86G0,EB-8.5,YF6,O-389,Glycyrrhiza extract
31648,XM3CL2,BI-9,YF17,M-16.6,Glycyrrhizic acid
31649,XM8EW0,BI-9,TOD1.9,A-38.5,Glycyrrhizinate potassium
31650,XM0G60,U-2,NAB1.11,M-16.5,Guaiacol derivatives
31651,XM48K1,EB-8.4,EGD1.1,F-13,Guaimesal
31652,XM8GY5,ED-20.1,ADA1.1,M-11.8,Guaiphenesin
31653,XM31Y1,SI-3.3.1,YF3,O-492,Hydriodic acid
31654,XM3E62,SI-3.3.5,EAB1.2,E-2.4,Iodide potassium (expectorant)
31655,XM60L0,EC-2.3,YF5,O-492,Iodinated glycerol
31656,XM8BL3,EM-2.8.11,AEC1.1,F-83.4,Ipecacuanha
31657,XM2K57,VD-6,KBA1.1,M-16.17,Letosteine
31658,XM9Q09,SR15(ABA-2.1),ZAC1.2,A-41.2,Liquorice
31659,XM6MB5,PE-2.10,TIB1.2,D-14.6,Mecysteine
31660,XM4DQ1,EI-3.11,EED1.1,O-231,Mucolytic drug
31661,XM4KG8,SM80(ED-9.7.6),ACB1.1,O-22.1.1,Organidin
31662,XM8A78,SM39(EB-4),YF27,M-11.8,Quillaja extract
31663,XM44A1,BI-13,Z#19,D-7.5,Respiratory drug expectorant
31664,XM4Y94,ED-6,MDC1.4,M-16.9,SCarboxymethylcysteine
31665,XM1Y62,EM-2.7,NDA1.3,F-16,Senega
31666,XM92P8,EC-4.1,YB7,F-38.4,Sobrerol
31667,XM06E7,SM3H (O-52),YC2,O-539,Sodium dibunate
31668,XM2BM5,EA-3.5,DDC1.4,O-403,Sputum viscositylowering drug
31669,XM7BF1,GGGGGQ,SBC3.1,M-10.3,Stepronin
31670,XM1PU5,SG-3.15,BFA1.4,O-417,Sulfogaiacol
31671,XM6JE5,EB-8.10,EAA1.5,O-159,Superinone
31672,XM1CP3,SM38(EB-9),EAB1.4,F-83.25,Tenoglicin
31673,XM0ES0,ABC-8,YC2,O-118,Terpin hydrate (cis)
31674,XM1F74,GGGGGQ,SBC2.4,OH,Tyloxapol
31675,XM1KG9,SG-3.15,WAB1.23,O-417,Antimony pentasulfide
31676,XM61F4,PE-6.22,NAB1.3,F-95,Dornase alfa
31677,XM48C4,NB-1.8,NAB1.12,C-101.2,Althaeae radix
31678,XM8983,U-22,YF39,M-16.5,Guaiacolsulfonate
31679,XM5QU8,AAA-2.3,YF43,O-363,Levoverbenone
31680,XM48W4,EK-4.10.1,YB1,M-39.9,Hederae helicis folium
31681,XM7Q79,SI-2.3.10,HBD1.1,J-54.4,Cineole
31682,XM66E3,LA,YF39,O-388,Neltenexine
31683,XM7Y66,SP-1,YF34,A-14.1,Erdosteine
31684,,PC-10.1,YD2,K-1.1.1,Antitussives
31685,XM6NJ7,SB-2,YF38,N-4,Benproperine
31686,XM8G23,BI-8,YF43,O-269,Benzonatate
31687,XM1U36,SR16(ABA-1),YF38,L-4.2,Bibenzonium bromide
31688,XM8WM3,LE,YAB1.3,A-29.5,Butamirate
31689,XM4D27,PC-11.5,GFD1.1,M-11.8,Clobutinol
31690,XM9DL9,PE-2.11,EAA1.5,A-31,Chlophedianol
31691,XM80M9,SP5A (KA),SBA5.1,M-34,Cloperastine
31692,XM9KL2,VH-5,YC2,C-69,Dimethoxanate
31693,XM6995,SS-3.1,YB6,J-24,Dropropizine
31694,XM61F3,EI-3.2,YF37,A-36.2,Ethyl dibunate
31695,XM0SA9,LH-4.10,TFA1.3,O-379,Fedrilate
31696,XM5BB1,PE-1.15,GHB1.7,I-39,Fominoben
31697,XM8300,VC-9,EAA1.2,A-29.5,Isoaminile
31698,XM97D0,PA-1,WAB1.16,O-363,Levodropropizine
31699,XM3WX2,U-22,SBC3.3,C-69,Methorate
31700,XM2ET3,SH-3.10,SBB6.5,F-85,Oxeladin
31701,XM9FU3,EB-11.11,WBC1.1,K-1.1.20,Oxolamine
31702,XM4331,SN07(AAB-99),YF38,O-295,Pentoxyverine
31703,XM7G25,SR54 (EG-1),QAB1.2,J-24,Picoperine
31704,XM84C4,EC-3.8.4,TFA1.3,B-27.3,Pipazetate
31705,XM0HR9,EA-2.8,NAB1.12,A-36.33,Piperidione
31706,XM8JR1,PE-1.7,YF14,A-28.9,Prenoxdiazine
31707,XM9KN8,GGGGGQ,YC2,J-31,Zipeprol
31708,XM6SJ0,SR59(EB-1),ECB1.1,O-318,Dibunate
31709,XM1G75,EC-4.1,YAD1.2,C-69,Meprotixol
31710,XM2W89,SP95 (AAB-41),SBD1.1,B-23,Morclofone
31711,XM7UA5,LD-8,YF39,A-33.3,Nepinalone
31712,XM06F9,VH-5,KBA1.2,O-10,Butetamate
31713,XM4SL3,VG-4.8,YF39,J-58.3,Gefapixant
31714,XM4J58,PE-6.20.1,WAB1.23,O-388,Antihistamines
31715,XM2JE5,PE-6.20.1,NDD1.1,B-5,Firstgeneration antihistamine
31716,XM8MV2,SK87 (J-20),YC2,K-5,Aminoalkyl ethers
31717,XM1TL5,SR1A(ACA-2.1),YF25,D-34,Bromazine
31718,XM6KY0,SR-7,WAB1.18,K-1.1.20,Diphenhydramine
31719,XM3DL4,SI-1.7,YF38,M-11.8,Clemastine
31720,XM4QD7,SR16(ABA-1),QAC1.1,O-95,Chlorphenoxamine
31721,XM7GV4,SR-7,YF38,O-231,Diphenylpyraline
31722,XM9KZ9,PE-1.12,YF43,O-95,Carbinoxamine
31723,XM77K6,PA-2,WAB1.19,A-29.3,Doxylamine
31724,XM7180,EC-3.8.4,Z$35,D-7.4,Piprinhydrinate
31725,XM3FN3,SP12(AAE-16),YC2,L-16,Rotoxamine
31726,XM5YE8,VB-3,NDC1.18,O-82,Substituted alkylamines
31727,XM5PK9,SR16(ABA-1),WAA1.8,K-1.1.20,Brompheniramine
31728,XM6CF9,U-17,QAC1.1,M-41,Dexchlorpheniramine
31729,XM74S1,VD-6,KBA1.1,C-69,Dimetindene
31730,XM9VG3,EC-5.3,ABB1.5,N-4,Chlorpheniramine
31731,XM4UU4,NB-1,TAD1.1,O-231,Pheniramine
31732,XM1107,LD-8,SAE1.12,K-1.1.20,Dexbrompheniramine
31733,XM4AA0,SR-7,YD19,JA,Talastine
31734,XM9MB0,EC-5.3,YC2,O-2.1.1,Substituted ethylene diamines
31735,XM54R1,PE-1.12,YC2,O-2.4.1,Pyrilamine
31736,XM9CM1,EC-3.8.8,ABB1.5,B-27.2,Chloropyramine
31737,XM0N55,EB-11.11,WAB1.23,K-1.1.20,Tripelennamine
31738,XM7TD1,AC-2,YF35,K-1.1.20,Methapyrilene
31739,XM6NM2,EB-3.7.5,TMC1.3,K-1.1.20,Thonzylamine
31740,XM4NS9,SR-7,Z6,M-46.1,Histapyrrodine
31741,XM52P9,BI-8,SBB6.5,O-233,Phenothiazine derivatives
31742,XM1N75,EC-3.8.3,TAA1.7,O-399,Alimemazine
31743,XM0605,EM-2.8,EBB1.3,F-88,Promethazine
31744,XM9QY1,EM-2.8.5,WAC1.14,K-1.1.20,Thiethylperazine
31745,XM5E89,PE-6.25.5,YF35,O-231,Methdilazine
31746,XM5EB9,PC-11.6,DBD1.1,D-7.1,Mequitazine
31747,XM5DB5,SG-3.2,YF43,O-231,Oxomemazine
31748,XM4Z91,BI-9,EAA1.2,A-29.5,Isothipendyl
31749,XM5QG6,VC-4,YF32,O-480,Hydroxyethylpromethazine
31750,XM29Q8,SQ-1,NDC1.18,O-399,Thiazinam
31751,XM9NA0,PE-6.20.1,NDD1.1,O-388,Piperazine derivatives of firstgeneration antihistaminic agents
31752,XM8GH2,SM39(EB-4),YF38,A-14.1,Buclizine
31753,XM0S26,GGGGGQ,YC2,O-231,Cyclizine
31754,XM9SK3,EC-5.3,ABB1.5,Q-35,Chlorcyclizine
31755,XM1A78,SR41(BA-2),YF35,D-3,Meclozine
31756,XM6AV1,PE-1.12,YF39,O-388,Oxatomide
31757,XM0QD9,LE-7,RJD1,F-16,Cetirizine
31758,XM07V7,EA-3.5,Z$32,A-36.33,Piperazine
31759,XM1VF1,AB-1,YF38,O-231,Diethylcarbamazine
31760,XM5AC9,PA-20,RJD1,O-363,Levocetirizine
31761,XM4GX4,PA-24,EAA1.5,C-116,Bamipine
31762,XM11C5,SG-3.2,WAB1.23,O-231,Cyproheptadine
31763,XM9BD4,SG-3.2,SBB6.5,O-231,Phenindamine
31764,XM5Q41,EK-3.11,NDD1.1,O-388,Antazolin
31765,XM8RT2,SS23 (RD-11),WAB1.23,O-233,Triprolidine
31766,XM6Z93,PE-6.25.6,EBB1.3,M-16.6,Azatadine
31767,XM4280,VD-6,RFA1.2,B-66,Mebhydrolin
31768,XM7ZS2,ED-8.5.4,YC5,O-492,Thenalidine
31769,XM0404,SM39(EB-4),YC1,O-389,Pipoxizine
31770,XM5463,VC-6,SBA5.1,O-371,Setastine
31771,XM3B95,PE-6.20.1,TAD1.1,B-5,Secondgeneration antihistamine
31772,XM6G21,PE-6.20.1,NDD1.1,O-388,Piperazine derivatives of secondgeneration antihistaminic agents
31773,XM7S59,SI-3.3.2,WAB1.16,A-14.1,Astemizole
31774,XM2S36,U-2,NDC1.16,A-38.7,Terfenadine
31775,XM4PE5,EC-4.1,YF38,K-1.1.20,Loratadine
31776,XM4F63,SR1A(ACA-2.1),HBD1.1,F-16,Ketotifen
31777,XM4GA2,U-2,BSA1.4,E-44,Acrivastine
31778,XM9VB8,LD-2.2,EBB1.3,O-399,Azelastine
31779,XM9EU0,SP97 (AAB-26),YF34,A-29.5,Ebastine
31780,XM7J45,PE-6.25.5,EBB1.3,O-231,Mizolastine
31781,XM1586,PE-1.15,WAB1.18,O-115,Fexofenadine
31782,XM2656,EC-4.1,ABB1.2,O-376,Desloratadine
31783,XM3E25,VG-1,EEA1.1,A-14.1,Rupatadine
31784,XM1WZ8,EC-3.23,SBA5.5,F-13.2,Bilastine
31785,XM3YG8,GGGGGQ,SBA5.3,B-5,Quifenadine
31786,XM57C9,ED-10.7,SBB6.5,K-1.1.20,Pyrrobutamine
31787,XM8ZS4,ABC-1,ECB1.1,F-89.3,Deptropine
31788,XM0J21,K-1.14,SBA3.1,C-69,Tritoqualine
31789,XM70F3,VD-1,SBA5.4,J-54.5,Pimethixene
31790,XM5BJ5,SM3E(EB-10.11),YF34,O-480,Epinastine
31791,XM40P7,U-2,HBD1.1,K-12,Sequifenadine
31792,XM9L77,PC-11.6,YF38,O-388,Doxantrazole
31793,,SL41(EA-3),DDB1.4,O-403,Respiratory stimulants
31794,XM0AP5,O-1,WAB1.18,K-1.1.20,Almitrine
31795,XM9QA2,EC-3.9.4.1,BSB1.5,J-54.5,Amiphenazole
31796,XM0WB3,GGGGGQ,DBD1.1,L-15.38,Bemegride
31797,XM5T65,GGGGGQ,SBC3.3,K-8.4,Bicuculline
31798,XM7BN2,PC-10.1,FBD1.5,O-329,Central nervous system stimulants analeptics
31799,XM6938,SG-3.7,YF38,O-371,Central nervous system stimulants opiate antagonists
31800,XM3465,EC-5.8,NEC1.2,O-233,Crotethamide with cropropamide
31801,XM0A24,AC-2,YC2,C-69,Dimefline
31802,XM2ZT4,EB-11.11,FAD1.9,K-1.1.20,Dimorpholamine
31803,XM3FP9,EI-5.4,DBD1.1,F-96.5,Doxapram
31804,XM6D72,EM-2.8.7,ACB1.1,M-16.6,Etamivan
31805,XM6YR1,SO-3.2,YF43,O-363,Leptazol
31806,XM4CU0,VF-1,SBC2.3,M-39.8,Lobeline
31807,XM0001,PE-6.20.1,BUB1.8,J-58.3,Nikethamide
31808,XM0Q86,SN07(AAB-99),YF38,M-16.6,Pentetrazol
31809,XM5VY2,PE-6.21,SBA5.4,F-114,Pimeclone
31810,XM4901,GGGGGQ,YF35,O-159,Prethcamide
31811,XM1D17,U-18,YF25,F-96.5,Mepixanox
31812,XM04S2,SL41(EA-3),DDB1.4,D-3.2,Other respiratory system products
31813,XM4HQ2,SI-2.3.7,YF39,O-492,Nitric oxide
31814,XM3CW0,EC-3.14,Z41,C-69,Ivacaftor
31815,XM15G5,PE-6.25.5,Z51,O-22.1.2,Ivacaftor and lumacaftor
31816,XM2QZ5,AAD-1.10,Z51,C-21,Ivacaftor and tezacaftor
31817,,PE-1.12,YB11,O-311,"Systemic antibiotics, antiinfectives and antiparasitics"
31818,,PE-1.12,YB11,O-311,Systemic antibiotics and antibacterials
31819,XM0MG9,VG-1,SBB6.5,A-14.1,Amphenicols
31820,XM2TE7,SR16(ABA-1),QAB1.1,Q-35,Chloramphenicol
31821,XM40F4,EC-5.3,NAC1.16,M-16.5,Thiamphenicol
31822,,PE-1.11,LAC1.3,H-12,Penicillins
31823,XM1JY8,EC-4.3,TMA1.11,O-231,Adicillin
31824,XM1LV7,SR43(BB-2),YF38,K-1.1.22,Ancillin
31825,XM0JT4,PE-6.21,YB11,K-1.1.20,Apalcillin
31826,XM46K9,EM-2.8.23,YF38,K-1.1.22,Bacampicillin
31827,XM94E1,K-3,YF38,O-375,Benethamine penicillin
31828,XM2SP1,EC-4.3,UAA1.10,O-375,Carfecillin
31829,XM9MK4,U-9.2,TOD1.5,O-231,Cephalosporins N (adicillin)
31830,XM4YY1,EJ-4.1,YF38,O-375,Clemizole penicillin
31831,XM2361,SI-2.3.10,MDB1.11,F-92.15,Ciclacillin
31832,XM9VG2,EC-5.3,YF38,O-375,Hydrabamine penicillin
31833,XM7LA4,SH-3.8,JDC1.1,C-69,Imipenem
31834,XM0V84,EJ-4.1,YF38,O-311,Isoxazolyl penicillin
31835,XM00H2,PE-6.25.5,WAA1.3,K-1.1.20,Methoxybenzyl penicillin
31836,XM9XB6,SN07(AAB-99),RPC1.1,H-12,Penethamate
31837,XM7Q57,EM-2.9,YB11,O-311,Penicillin (any)
31838,XM71L1,EC-5.2,YF38,O-375,Phenbenicillin
31839,XM3UP8,EC-4.3,Z63,K-1.1.22,Xantocillin
31840,XM3173,K-3,LAC1.3,F-16,Penicillins with extended spectrum
31841,XM5MY7,SR43(BB-2),YB11,O-311,Ampicillin
31842,XM7CR7,PE-6.5,YF38,O-375,Pivampicillin
31843,XM3D58,PE-1.11,YF38,O-375,Carbenicillin
31844,XM7CM1,PE-1.12,YF38,O-375,Amoxicillin
31845,XM7J83,LD-2.2,HBC1.12,O-375,Carindacillin
31846,XM31J4,EI-3.3.1,UBA1.6,H-12,Epicillin
31847,XM9LR3,PE-6.20.4,BMB1.1,F-114,Pivmecillinam
31848,XM8820,SM-1,TMA1.8,K-1.1.22,Azlocillin
31849,XM1Z93,GGGGGQ,YF35,K-1.1.22,Mezlocillin
31850,XM5562,AB-1,YF35,A-14,Mecillinam
31851,XM3MP9,EA-2.8,NAB1.12,A-36.33,Piperacillin
31852,XM4D90,O-46.6,YD18,O-231,Ticarcillin
31853,XM1HX8,EC-5.6,YF38,O-311,Metampicillin
31854,XM3Z13,O-31,YF38,O-231,Talampicillin
31855,XM3S35,SG-3.15,YB11,O-417,Sulbenicillin
31856,XM1QC3,PE-1.11,TMA1.11,A-38.7,Temocillin
31857,XM9HP3,GGGGGQ,GFC1.1,H-12,Hetacillin
31858,XM70P4,PE-1.12,YF38,O-311,Aspoxicillin
31859,XM9FQ5,LB-1.2,YF38,O-375,Betalactamase sensitive penicillins
31860,XM83S8,LD-2.2,YF38,O-375,Benzylpenicillin
31861,XM9B11,U-17,YB11,O-375,Phenoxymethylpenicillin
31862,XM5MN2,SH-3.10,YF38,O-311,Propicillin
31863,XM4EZ4,SM-1,WAA1.5,O-231,Azidocillin
31864,XM9NF6,AC-2,SBB6.5,O-379,Pheneticillin
31865,XM16L6,O-30.1,WAA1.2,M-1.9,Penamecillin
